Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CPT-80047,CPT,BASIC METABOLIC PANEL CALCIUM IONIZED,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80048,CPT,Basic metabolic panel This panel must include the following: Calcium (82310) Carbon dioxide (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520),236,37,28,23,31,25,12,14,14,-1,-1,17,16 
CPT-80050,CPT,General health panel This panel must include the following: Comprehensive metabolic panel (80053) Blood count  complete (CBC)  automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count  complete (CBC)  automated (85027) and appropriate manual differential WBC count (85007 or 85009) Thyroid stimulating hormone (TSH) (84443),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80051,CPT,Electrolyte panel This panel must include the following: Carbon dioxide (82374) Chloride (82435) Potassium (84132) Sodium (84295),23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80053,CPT,Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin  total (82247) Calcium (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase  alkaline (84075) Potassium (84132) Protein  total (84155) Sodium (84295) Transferase  alanine amino (ALT) (SGPT) (84460) Transferase  aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520),123,11,11,15,14,12,12,-1,-1,22,-1,-1,-1 
CPT-80061,CPT,Lipid panel This panel must include the following: Cholesterol  serum  total (82465) Lipoprotein  direct measurement  high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478),32,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-80069,CPT,Renal function panel This panel must include the following: Albumin (82040) Calcium (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80074,CPT,Acute hepatitis panel This panel must include the following: Hepatitis A antibody (HAAb)  IgM antibody (86709) Hepatitis B core antibody (HBcAb)  IgM antibody (86705) Hepatitis B surface antigen (HBsAg) (87340) Hepatitis C antibody (86803),23,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-80076,CPT,Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin  total (82247) Bilirubin  direct (82248) Phosphatase  alkaline (84075) Protein  total (84155) Transferase  alanine amino (ALT) (SGPT) (84460) Transferase  aspartate amino (AST) (SGOT) (84450),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80100,CPT,Drug screen  qualitative; multiple drug classes chromatographic method  each procedure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80101,CPT,Drug screen  qualitative; single drug class method (eg  immunoassay  enzyme assay)  each drug class,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80102,CPT,Drug confirmation  each procedure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80104,CPT,DRUG SCREEN  QUALITATIVE; MULTIPLE DRUG CLASSES ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80152,CPT,Amitriptyline,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80154,CPT,Benzodiazepines,26,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1 
CPT-80156,CPT,Carbamazepine; total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80160,CPT,Desipramine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80164,CPT,Dipropylacetic acid (valproic acid),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80166,CPT,Doxepin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80171,CPT,DRUG SCREEN QUANTITATIVE GABAPENTIN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80174,CPT,Imipramine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80182,CPT,Nortriptyline,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80184,CPT,Phenobarbital,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80299,CPT,Quantitation of drug  not elsewhere specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80300,CPT,DRUG SCREEN LIST A ANY NMBR NON TLC DEVICES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80301,CPT,DRUG SCREEN LIST A SINGLE DRUG CLASS METHOD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80302,CPT,DRUG SCREEN PRESUMPTIVE 1 CLASS METHOD LIST B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80305,CPT,DRUG TEST PRSMV READ DIRECT OPTICAL OBS PR DATE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80306,CPT,DRUG TST PRSMV READ INSTRMNT ASSTD DIR OPT OBS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80307,CPT,DRUG TST PRSMV INSTRMNT CHEM ANALYZERS PR DATE,36,-1,-1,-1,-1,-1,-1,-1,-1,12,15,-1,-1 
CPT-80323,CPT,ALKALOIDS NOT OTHERWISE SPECIFIED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80324,CPT,DRUG SCREEN QUANT AMPHETAMINES 1 OR 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80332,CPT,ANTIDEPRESSANTS SEROTONERGIC CLASS 1 OR 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80333,CPT,ANTIDEPRESSANTS SEROTONERGIC CLASS 3-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80335,CPT,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80337,CPT,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 6/MORE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80345,CPT,DRUG SCREENING BARBITURATES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80346,CPT,DRUG SCREENING BENZODIAZEPINES 1-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80347,CPT,DRUG SCREENING BENZODIAZEPINES 13 OR MORE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80348,CPT,DRUG SCREENING BUPRENORPHINE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80349,CPT,DRUG SCREENING CANNABINOIDS NATURAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80350,CPT,DRUG SCREENING CANNABINOIDS SYNTHETIC 1-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80353,CPT,DRUG SCREENING COCAINE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80354,CPT,DRUG SCREENING FENTANYL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80355,CPT,DRUG SCREENING GABAPENTIN NON-BLOOD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80356,CPT,DRUG SCREENING HEROIN METABOLITE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80358,CPT,DRUG SCREENING METHADONE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80359,CPT,DRUG SCREENING METHYLENEDIOXYAMPHETAMINES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80360,CPT,DRUG SCREENING METHYLPHENIDATE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80361,CPT,DRUG SCREENING OPIATES 1 OR MORE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80362,CPT,DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 1 OR 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80363,CPT,DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 3 OR 4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80365,CPT,DRUG SCREENING OXYCODONE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80366,CPT,DRUG SCREENING PREGABALIN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80367,CPT,DRUG SCREENING PROPOXYPHENE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80368,CPT,DRUG SCREENING SEDATIVE HYPNOTICS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80369,CPT,DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80370,CPT,DRUG SCREENING SKEL MUSCLE RELAXANTS 3 OR MORE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80372,CPT,DRUG SCREENING TAPENTADOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-80373,CPT,DRUG SCREENING TRAMADOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81000,CPT,Urinalysis  by dip stick or tablet reagent for bilirubin  glucose  hemoglobin  ketones  leukocytes  nitrite  pH  protein  specific gravity  urobilinogen  any number of these constituents; non-automated  with microscopy,69,44,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81001,CPT,Urinalysis  by dip stick or tablet reagent for bilirubin  glucose  hemoglobin  ketones  leukocytes  nitrite  pH  protein  specific gravity  urobilinogen  any number of these constituents; automated  with microscopy,77,13,-1,-1,13,14,-1,-1,-1,-1,-1,-1,-1 
CPT-81002,CPT,Urinalysis  by dip stick or tablet reagent for bilirubin  glucose  hemoglobin  ketones  leukocytes  nitrite  pH  protein  specific gravity  urobilinogen  any number of these constituents; non-automated  without microscopy,79,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81003,CPT,Urinalysis  by dip stick or tablet reagent for bilirubin  glucose  hemoglobin  ketones  leukocytes  nitrite  pH  protein  specific gravity  urobilinogen  any number of these constituents; automated  without microscopy,157,50,15,11,-1,32,-1,-1,-1,-1,-1,-1,-1 
CPT-81005,CPT,Urinalysis; qualitative or semiquantitative  except immunoassays,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81015,CPT,Urinalysis; microscopic only,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81020,CPT,Urinalysis; two or three glass test,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81025,CPT,Urine pregnancy test  by visual color comparison methods,230,22,26,19,23,25,17,14,33,12,12,13,14 
CPT-81225,CPT,CYP2C19 GENE ANALYSIS COMMON VARIANTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81226,CPT,CYP2D6 GENE ANALYSIS COMMON VARIANTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81227,CPT,CYP2C9 GENE ANALYSIS COMMON VARIANTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81240,CPT,F2 GENE ANALYSIS 20210G >A VARIANT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81241,CPT,F5 COAGULATION FACTOR V ANAL LEIDEN VARIANT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81291,CPT,MTHFR GENE ANALYSIS COMMON VARIANTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81355,CPT,VKORC1 GENE ANALYSIS COMMON VARIANTS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-81401,CPT,MOLECULAR PATHOLOGY PROCEDURE LEVEL 2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82040,CPT,Albumin; serum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82043,CPT,Albumin; urine  microalbumin  quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82044,CPT,Albumin; urine  microalbumin  semiquantitative (eg  reagent strip assay),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82055,CPT,Alcohol (ethanol); any specimen except breath,33,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1 
CPT-82101,CPT,Alkaloids  urine  quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82108,CPT,Aluminum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82140,CPT,Ammonia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82145,CPT,Amphetamine or methamphetamine,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82150,CPT,Amylase,22,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-82164,CPT,Angiotensin I - converting enzyme (ACE),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82205,CPT,Barbiturates  not elsewhere specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82248,CPT,Bilirubin; direct,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82306,CPT,Calcifediol (25-OH Vitamin D-3),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82310,CPT,Calcium; total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82330,CPT,Calcium; ionized,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82374,CPT,Carbon dioxide (bicarbonate),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82375,CPT,Carbon monoxide  (carboxyhemoglobin); quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82435,CPT,Chloride; blood,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82465,CPT,Cholesterol  serum or whole blood  total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82491,CPT,Chromatography  quantitative  column (eg  gas liquid or HPLC); single analyte not elsewhere specified  single stationary and mobile phase,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82492,CPT,Chromatography  quantitative  column (eg  gas liquid or HPLC); multiple analytes  single stationary and mobile phase,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82520,CPT,Cocaine or metabolite,19,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1 
CPT-82541,CPT,Column chromatography/mass spectrometry (eg  GC/MS  or HPLC/MS)  analyte not elsewhere specified; qualitative  single stationary and mobile phase,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82542,CPT,Column chromatography/mass spectrometry (eg  GC/MS  or HPLC/MS)  analyte not elsewhere specified; quantitative  single stationary and mobile phase,24,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1 
CPT-82544,CPT,Column chromatography/mass spectrometry (eg  GC/MS  or HPLC/MS)  analyte not elsewhere specified; stable isotope dilution  multiple analytes  quantitative  single stationary and mobile phase,17,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1 
CPT-82550,CPT,Creatine kinase (CK)  (CPK); total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82553,CPT,Creatine kinase (CK)  (CPK); MB fraction only,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82565,CPT,Creatinine; blood,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82570,CPT,Creatinine; other source,77,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1 
CPT-82575,CPT,Creatinine; clearance,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82595,CPT,Cryoglobulin  qualitative or semi-quantitative (eg  cryocrit),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82607,CPT,Cyanocobalamin (Vitamin B-12);,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82627,CPT,Dehydroepiandrosterone-sulfate (DHEA-S),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82646,CPT,Dihydrocodeinone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82649,CPT,Dihydromorphinone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82652,CPT,Dihydroxyvitamin D  1 25-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82670,CPT,Estradiol,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82672,CPT,Estrogens; total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82728,CPT,Ferritin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82742,CPT,Flurazepam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82746,CPT,Folic acid; serum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82784,CPT,Gammaglobulin; IgA  IgD  IgG  IgM  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82803,CPT,Gases  blood  any combination of pH  pCO2  pO2  CO2  HCO3 (including calculated O2 saturation);,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82805,CPT,Gases  blood  any combination of pH  pCO2  pO2  CO2  HCO3 (including calculated O2 saturation); with O2 saturation  by direct measurement  except pulse oximetry,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-82947,CPT,Glucose; quantitative  blood (except reagent strip),115,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,17,21 
CPT-82948,CPT,Glucose; blood  reagent strip,128,-1,25,-1,13,15,12,-1,-1,-1,-1,-1,-1 
CPT-82962,CPT,Glucose  blood by glucose monitoring device(s) cleared by the FDA specifically for home use,326,32,36,42,33,13,24,21,37,18,33,-1,31 
CPT-83001,CPT,Gonadotropin; follicle stimulating hormone (FSH),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83002,CPT,Gonadotropin; luteinizing hormone (LH),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83010,CPT,Haptoglobin; quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83036,CPT,Hemoglobin; glycosylated (A1C),16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83050,CPT,Hemoglobin; methemoglobin  quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83090,CPT,Homocysteine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83516,CPT,Immunoassay for analyte other than infectious agent antibody or infectious agent antigen  qualitative or semiquantitative; multiple step method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83525,CPT,Insulin; total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83540,CPT,Iron,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83550,CPT,Iron binding capacity,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83605,CPT,Lactate (lactic acid),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83615,CPT,Lactate dehydrogenase (LD)  (LDH);,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83690,CPT,Lipase,22,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-83718,CPT,Lipoprotein  direct measurement; high density cholesterol (HDL cholesterol),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83721,CPT,Lipoprotein  direct measurement; LDL cholesterol,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83735,CPT,Magnesium,41,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1 
CPT-83788,CPT,Mass spectrometry and tandem mass spectrometry (MS  MS/MS)  analyte not elsewhere specified; qualitative  each specimen,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83789,CPT,Mass spectrometry and tandem mass spectrometry (MS  MS/MS)  analyte not elsewhere specified; quantitative  each specimen,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83805,CPT,Meprobamate,19,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1 
CPT-83840,CPT,Methadone,26,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1 
CPT-83874,CPT,Myoglobin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83880,CPT,Natriuretic peptide,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83885,CPT,Nickel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83887,CPT,Nicotine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-83925,CPT,Opiates  (eg  morphine  meperidine),30,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1 
CPT-83986,CPT,pH  body fluid  except blood,47,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1 
CPT-83992,CPT,Phencyclidine (PCP),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84100,CPT,Phosphorus inorganic (phosphate);,29,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1 
CPT-84132,CPT,Potassium; serum,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84144,CPT,Progesterone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84146,CPT,Prolactin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84153,CPT,Prostate specific antigen (PSA); total,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84154,CPT,Prostate specific antigen (PSA); free,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84155,CPT,Protein  total  except by refractometry; serum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84156,CPT,Protein  total  except by refractometry; urine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84165,CPT,Protein; electrophoretic fractionation and quantitation  serum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84166,CPT,Protein; electrophoretic fractionation and quantitation  other fluids with concentration (eg  urine  CSF),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84270,CPT,Sex hormone binding globulin (SHBG),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84295,CPT,Sodium; serum,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84311,CPT,Spectrophotometry  analyte not elsewhere specified,49,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1 
CPT-84315,CPT,Specific gravity (except urine),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84403,CPT,Testosterone; total,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84436,CPT,Thyroxine; total,20,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-84439,CPT,Thyroxine; free,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84443,CPT,Thyroid stimulating hormone (TSH),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84478,CPT,Triglycerides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84479,CPT,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),20,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-84481,CPT,Triiodothyronine T3; free,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84484,CPT,Troponin  quantitative,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84520,CPT,Urea nitrogen; quantitative,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84550,CPT,Uric acid; blood,23,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1 
CPT-84681,CPT,C-peptide,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84702,CPT,Gonadotropin  chorionic (hCG); quantitative,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-84703,CPT,Gonadotropin  chorionic (hCG); qualitative,318,14,32,38,43,29,26,24,44,34,12,13,-1 
CPT-85002,CPT,Bleeding time,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-85007,CPT,Blood count; blood smear  microscopic examination with manual differential WBC count,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-85014,CPT,Blood count; hematocrit (Hct),38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-85018,CPT,Blood count; hemoglobin (Hgb),35,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-85025,CPT,Blood count; complete (CBC)  automated (Hgb  Hct  RBC  WBC and platelet count) and automated differential WBC count,237,43,28,13,42,22,17,15,14,-1,12,13,11 
